,0,1,2,3,Request Number,Conditions
561,fbi_doc,"__________________________________________
","  markup_id vis_category start end  txt type
0        T0       Target     0   3  fbi  fbi","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",130153,FBI
562,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",121947,"Date occurred: 12/15/14 Time: 11:45am
Burned her hands in the restroom as there is no cold water. Management was not concerned. Taylorsville City said they had an ownership change."
563,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",79725,RESTAURANT IS OPERATING WITHOUT ANY RUNNING WATER
564,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",141549,Greg Archuleta at storm water called to notify us that there was a grease spill at Legends and there was absorbent sand left on the ground and he was concerned with the incoming storm that this would go down the drain.
565,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",99572,Black hair in food. Window person that is preparing food has a huge black afro and no hair net. No one with long hair had it up.
566,fbi_doc,"__________________________________________
","  markup_id vis_category start end  txt type
0        T0       Target     0   3  fbi  fbi","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",93631,FBI Report.
567,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",62977,"FRIDGE UNITS ON SALAD BARS INOPERABLE (NOT AT 41F, EGGS, SALADS, MEATS). PIE CASE IS NOT REFRIGERATED UP FRONT (OUT OF TEMP). REFRIGERATOR (UPRIGHT) IN KITCHEN IS OUT OF TEMPERATURE."
568,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",109355,"Super 8 Motel located at 10722 S 300 W, is operating food service without a pemit. Food stored next to chemicals."
569,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",76193,STORAGE AREA THEY ARE HANGING MEAT IN OPEN AIR TRYING TO DRY MEAT. MOVED ENTIRE MEAT PRODUCTION TO OTHER SIDE OF THE STORE.
570,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",47965,FOOD POISONING
571,fbi_doc,"__________________________________________
","  markup_id vis_category start end        txt type
0        T0       Target     8  17  foodborne  fbi
1        T1       Target    18  25    illness  fbi","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",113827,Suspect foodborne illness.
572,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",140150,"FOOD service worker was mixing the full bowl of mixed salad greens with her bare hands and allowing the long sleeves of her sweater to touch the greens as she dug her hands into the bottom of the pile. As she talked with a co-worker, she rested her hands and her sleeves in the bowl of greens."
573,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",132651,"Two men behind counter were preparing food, neither were wearing gloves or washing hands between touching raw meat in open container and salad station. Date: 02/25/2016 Time: 2:15 PM."
574,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",100742,Meals that are meant to be served hot are being served cold. The fish plate that complainant was served was cold.
575,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",79459,Floors are dirty; restrooms are dirty; some tables are not clean.
576,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",139657,"THERE are several L3 along 2200 w, Across National Guard on the eastside of the airport. l3 does not endorse them."
577,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",117950,An employee jabbed a hook into unwrapped meat that was in a truck and tossed it over his shoulder and carried it inside.
578,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",61978,EMPLOYEES ARE TOLD BY MANAGEMENT TO CHANGE DATE MARKS ON EXPIRED FOOD TO AVOID THROWING IT AWAY.
579,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",118910,Continental breakfast has no permit. Facility has no hot water. Date 08/03/2014 at 8:00 AM.
580,roach_doc,"__________________________________________
","  markup_id vis_category start end          txt   type
0        T0       Target    10  21  cockroaches  roach","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",120242,"There are cockroaches around the fish tank inside the establishment. 
Date of occurrence 9/19/2014 @ 7:00 pm"
581,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",148520,Screens are being used beyond lifetime. Screens are not being rotated out and the black residue and smoke is coming off of the screen.
582,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",123350,"The police have concerns that they are operating without a restroom agreement.
DoO: Ongoing"
583,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",48761,"AN EMPLOYEE IS WORKING WITH SHINGLES.  EMPLOYEE COUGHS A LOT AND IS OBVIOUSLY SICK.  ALSO, EMPLOYEES HAVE BEEN TOLD THEY NEED TO WORK EVEN WHEN THEY'RE SICK, ESPECIALLY IF THEY HAVEN'T FOUND ANYONE TO COVER THEIR SHIFT."
584,fbi_doc,"__________________________________________
","  markup_id vis_category start end         txt type
0        T0       Target    10  20  food borne  fbi
1        T1       Target    21  28     illness  fbi","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",95751,Suspected food borne illness
585,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",118389,"Dirty, raw chicken stored were sandwich's are made. Date: 07/10/2014 at 11:00 AM."
586,fbi_doc,"__________________________________________
","  markup_id vis_category start end  txt type
0        T0       Target     0   3  fbi  fbi","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",112821,FBI
587,roach_doc,"__________________________________________
","  markup_id vis_category start end          txt   type
0        T0       Target     0  11  cockroaches  roach","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",86291,Cockroaches in a salad
588,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",125770,Dogs in patio area.
589,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",119141,"Worker handled cash in her gloves, didn't change her gloves, came back to the line to prepare food for people."
590,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",145045,Employee left the restroom without washing their hands.
591,roach_doc,"__________________________________________
","  markup_id vis_category start end          txt   type
0        T0       Target     0  11  cockroaches  roach","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",93308,Crustys Food Service at UPS Warehouse (2040 W Parkway Blvd) is serving food without permit. Fryer grease is never changed. Grills is really dirty. Cockroaches in facility.
592,roach_doc,"__________________________________________
","  markup_id vis_category start end          txt   type
0        T0       Target    10  21  cockroaches  roach","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",99682,I actually worked there. There are cockroaches. They are not labeling the food with appropriate labels.
593,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",47764,"EMPLOYEE WAS HANDLING READY TO EAT FOODS WITH BARE HANDS. MANAGER DID NOT HANDWASH AFTER USING THE RESTROOM, PRIOR TO WORKING IN THE KITCHEN. ALSO EMPLOYEES PUT GLOVES ON WITHOUT HANDWASHING."
594,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",53415,"CHICKEN FRIED STEAK - ""CRUNCHY""  ON THE OUTSIDE,  BUT NOW ON THE INSIDE."
595,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",62680,HANDLING READY TO EAT FOODS WITH BARE HAND CONTACT.
596,rats_doc,"__________________________________________
","  markup_id vis_category start end    txt  type
0        T0       Target     2   7  mouse  rats
1        T1       Target    77  82  mouse  rats","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",93710,A mouse was on the table nibbling food. Tables were filthy. Floor was sticky. Someone finally put a glass over the mouse. No one cleaned the table afterwards.
597,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",112773,"Date occurred: 10/04/13  Time occurred: 10:30am 
Found hair in food. Employees were rude to customers when they mentioned it and told them it happens."
598,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",132920,"Ordering latte drink until noticed steam wand had dry milk residue that was fried to the wand. Then noticed lady making sandwiches with bare hands after handling raw bacon meat, then proceeded to handle bread and turkey without washing hands."
599,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",134369,"Had 16 piece wing and when I took a bite it was completely raw, pulled the rest apart and the were all raw. Date:05/06/16 Time: 7:45 pm"
600,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",122351,"The tables are covered in a thick layer of grease. I scraped the table and had a gob of black grease under my nail. I rubbed it with a napkin and it was black. 
DoO: 1/10/2015 @ 1300"
601,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",70048,COMPLAINANT STATES THAT THEY FUND TWO LITTLE FRUIT FLIES OR GNATS ALONG WITH A FLY IN THEIR RED COLORED NACHO CHIPS THAT COME IN THEIR ORDER OF MACHO NACHOS.
602,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",79532,Bare hand contact with RTE food. Employees not washing hands between tasks
603,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",116740,Tainted food. started vomiting 30 min after leaving the restaurant. food looked and tasted strange.
604,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",137358,I watched an employee picking up excess cheese and other food particles that had fallen out of the containers on to the prep/serving area and placing them back into the container to be used. Dried on food around food containers. About 10 or more small serving containers of the house dressing was sitting on the ledge not in a cool area. The main concern is the cheese The individual (manager) continued to dish up the customer in front of me his cheese. He picked up the plate with cheese on it and placed it on top of the lids with food. There  was cheese on the glass and around the containers. He then picked the quesadilla out off the cheese with his hand scooped up the fruit
605,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",55053,"DRIVE THROUGH EMPLOYEE WAS HANDLING A DOG WHICH WAS IN A CUSTOMERS CAR.  SHE TOUCHED THE DOGS MOUTH, NOSE, AND HEAD."
606,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",107095,Employees were handling food with bare hands. Water is leaking from the ceiling. Some floor tiles were damaged and some shelves were dusty.
607,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",62384,FACILITY IS DIRTY. THE HIGH CHAIR FOR THE BABY WAS DIRTY. THE PLAYGROUND IS DIRTY. THEY LEFT BECAUSE OF THE CONDITION OF THE FACILITY.
608,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",101632,"Property Address: 6118 S King Valley Ln.(4025 S) West Valley City, 84128
Making food at home for sale to public. Rice sitting out in the yard."
609,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",69864,"A CHILD CUT HIS FOOD ON AN UNKNOW OBJECT IN THE PLAY AREA. BLOOD GOT ALL OVER THE PLAY AREA AND TACO MAKER WOULD NOT CLOSE THE PLAY AREA OR CLEAN UP THE BLOOD FROM THE PLAY AREA. THEY DID CLEAN UP THE BLOOD ON THE FLOOR, BUT THAT IS IT. I HAD TO INFORM ONE OF THE CUSTOMERS TO PROTECT THEIR CHILD."
610,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",51115,"BASEBALL DIAMOND BOOTH IS VERY DIRTY AND DUMPSTER STINKS.  RESTROOMS ARE FILTHY.  

THERE ARE TWO BASEBALL DIAMONDS WITH FOOD SHELTERS, PLEASE CHECK THEM BOTH OUT."
611,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",149293,"Sewage flood occurred in kitchen December 10, 2017. Reported to UDOH."
612,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",56088,"ORDERED 3 SANDWICHES, OBSERVED MONEY CHANGING AND THEN SANDWICH PREP, THEN WIPED HER NOSE.  TOLD THE WOMAN TO CHANGE GLOVES.  SHE REPLIED, IF YOU DON'T LIKE IT LEAVE.  HANDLED HER HAIR, ALSO.  ASKED FOR MANAGER, WAS TOLD IT'S MY FATHER, I WON'T GET IN TROUBLE, PLEASE LEAVE."
613,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",48578,THE WAITRESS DID NOT WASH HER HANDS AFTER USING THE RESTROOM.
614,roach_doc,"__________________________________________
","  markup_id vis_category start end      txt   type
0        T0       Target    22  29  roaches  roach","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",70044,"SEVERAL COMPLAINTS OF ROACHES & 1"" BLACK BEETLES THAT ARE RUNNING ACROSS THE FLOOR. BUGS ARE SEEN COMING OUT OF THE WALLS & CRACKS OF THE ESTABLISHMENT. RESTAURANT IS USING A BUG SPRAY AROUND THE FOOD PREP AREAS."
615,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",96074,Employees are not wearing gloves and are not washing hands. Chicken is left to thaw on the counter. The dishes are not being washed properly. There is no sanitizer available. Chicken is not being cooked to 165 degrees.
616,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",92402,Complainant states that an employee spit into customer food at times.
617,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",59110,"A CONSTRUCTION COMPANY IS IN THE ESTABLISHMENT DOING REMODELING.  THEY HAVE EQUIPMENT EVERYWHERE; NAIL GUNS, SKILL SAWS, AIR HOSES, ETC.  THERE IS DUST ALL OVER THE DRINK MACHINE AND INSIDE WHERE THE ICE IS.   THEY HAVE BEEN USING THE NAIL GUNS AND BROKEN NAILS ARE EVERYWHERE -- INSULATION PIECES ARE FLYING AROUND."
618,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",50024,FOOD HANDLERS AND CASHIER WERE OUT SMOKING IN FRONT OF RESTAURANT. WHEN FINISHED SMOKING THEY DID NOT WASH THEIR HANDS BEFORE RETURNING TO FOOD PREPARATION. COUNTERS WERE ALSO DIRTY.
619,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",130237,Customer was served a half raw chicken sandwich.
620,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",111794,"The employees are filthy dirty, long dread locks that were not tied back. Re-cooked food that has been sitting out for longer than the time marking on the box."
621,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",101163,"Occurred: 3/3/12  Time:  5:00pm  Zip Code: 84014
No soap and sanitizer in dishwasher and in bar area. No handsoap. Dirty filters in exhaust hood."
622,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",121314,"No soap at the restroom and toilet out of order for two weeks.
DoA: 11/09/2014 @ 1900"
623,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",117141,Front wall of restaurant is rolled up allowing bugs and dirt to enter with any wind. Garage doors are up every time I drive by.
624,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",45653,ONE OF THE WORKERS HAD OPEN WOUNDS ON ARMS AND BEHIND EARS. SHE ALSO HAD WHITE FLAKY OBJECTS ON HER BLACK SHIRT THE SORES ARE THE SIZE OF ORANGES ON FOREARMS.
625,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",57870,RATS AROUND RESTAURANT.  PROBABLY COMING FROM CANAL.
626,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",98452,No food handler card and does not wash hands.
627,fbi_doc,"__________________________________________
","  markup_id vis_category start end  txt type
0        T0       Target    27  30  epi  fbi","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",114818,"Customer ate sushi rolls, one containing raw salmon and the other had various raw fish. Got violent food poisoning. Customers family ate there with him and that was the only thing he ate different than them. 

Unable to contact back for EPI report."
628,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",62224,"THERE IS NO HAIR RESTRAINT ON LONGHAIR IN THE DELI. IF IT IS UP IN A BUN, THE EMPLOYEE STYLERS HER HAIR AND PLAYS WITH IT IN THE FOOD PREP AREA."
629,fbi_doc,"__________________________________________
","  markup_id vis_category start end       txt         type
0        T0       Target    24  27       ill          fbi
1        T1     Modifier     0   8  employee  experiencer","  relation_id         type arg1_cate arg1_id arg2_cate arg2_id
0          R0  experiencer  Modifier      T1    Target      T0",133008,Employee went from busing tables to working register to cutting donuts for shake without washing hands. Employee appeared to be ill and touched hand to face to cough and wipe away snot.
630,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",73429,THERE ARE FLYING BUGS IN THE RESTAURANT THAT ARE CRAWLING ON THE WALLS AND TABLES.
631,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",95277,Remodeling kitchen and still operating. Sawdust everywhere. Handsinks are blocked. They open after 6pm thinking the health department is closed and no inspectors will come out.
632,fbi_doc,"__________________________________________
","  markup_id vis_category start end  txt type
0        T0       Target     0   3  fbi  fbi","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",90363,FBI REPORT
633,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",62974,DOG IN CAFE AND IN BOOTH NEXT TO KITCHEN.
634,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",87654,Using ice cream in shaved ice drinks.
635,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",48927,VEGETABLES STILL FROZEN INSIDE WHEN SERVED.  REST OF FOOD NOT WARM ENOUGH (INADEQUATE HOT HOLDING). 7/5/2005 DURING ROUTINE INSPECTION THERE WERE NO TEMPERATURE VIOLATION ON THE HOT HOLDING UNITS..
636,fbi_doc,"__________________________________________
","  markup_id vis_category start end  txt type
0        T0       Target     0   3  epi  fbi","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",63395,EPI REQUEST FOR INSPECTION
637,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",103674,The customer almost ate a piece of chicken that has a thick wire in it.
638,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",118744,"Now that metro club has moved, he doesn't have access to any bathroom facilities. 

DATE OF OCCURENCE 7/23/14 TIME 6PM"
639,fbi_doc,"__________________________________________
","  markup_id vis_category start end  txt type
0        T0       Target     0   3  fbi  fbi","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",120410,FBI Report.
640,no_findings,"__________________________________________
","Empty DataFrame
Columns: [markup_id, vis_category, start, end, txt, type]
Index: []","Empty DataFrame
Columns: [relation_id, type, arg1_cate, arg1_id, arg2_cate, arg2_id]
Index: []",60489,"THERE IS NO CERTIFIED MANAGER, EMPLOYEES DON'T HAVE FOOD HANDLER CARDS, THE SUMPS HAVE NOT BEEN DRAINED IN YEARS AND ARE LEAKING METHANE GAS, AND EMPLOYEES HANDLE READY TO EAT FOODS WITH BARE HANDS. EMPLOYEES ARE DUMPING FRYER GREASE IN THE DUMPSTER."
